tag,accuracy,sample_size
INTJ,0.0,3000
start,0.0,3500
stop,0.0,3500
VB,63.971176941553246,3500
PUNCT,0.0,3500
N,55.497925311203325,3500
PRO,92.82758620689656,3500
D,90.3899721448468,3500
ADV,65.149136577708,3500
CONJ,78.47533632286996,3500
AP,93.18734793187348,3500
ADJ,26.625386996904027,3500
WH,50.57471264367817,3500
PART,95.32710280373831,3500
NUM,8.823529411764707,3500
INTJ,0.0,3500
start,0.0,4000
stop,0.0,4000
VB,62.206896551724135,4000
PUNCT,0.0,4000
N,59.07136715391229,4000
PRO,91.6083916083916,4000
D,89.91282689912828,4000
ADV,65.19258202567761,4000
CONJ,78.80539499036608,4000
AP,90.48723897911832,4000
ADJ,33.61581920903955,4000
WH,66.99029126213593,4000
PART,91.66666666666666,4000
NUM,3.4482758620689653,4000
INTJ,0.0,4000
XX,0.0,4000
start,0.0,4500
stop,0.0,4500
